fecha,Gastos,Ingresos,Pais_FK,Producto_FK
1/1/2017,255261.72494117645,405177.34117647057,PHL,3
1/1/2017,258924.5412844037,332902.9816513762,VEN,5
1/1/2017,261391.19474835886,315847.69365426694,RUS,7
1/1/2017,265926.0125137778,273084.4666666667,GRC,4
1/1/2017,266603.90321743645,356483.17073170736,SDN,5
1/1/2017,267238.13677685946,301499.43636363634,BEL,4
1/1/2017,268598.45454545453,328287,YEM,4
1/1/2017,279435.3905454546,364884.76923076925,PER,5
1/1/2017,280991.7541981438,304779.41592920356,PHL,6
1/1/2017,287182.50596578023,298551.5918367347,EGY,6
1/1/2017,295146.20424836606,367133.0833333334,UKR,5
1/1/2017,299929.05397418485,351598.7890625,DZA,5
1/1/2017,302143.65798417997,341383.09408602153,JPN,6
1/1/2017,309958.70885634585,531357.7866108787,JPN,1
1/1/2017,310490.07004909986,359747.85299806576,NGA,7
1/1/2017,320632.3483240224,356258.16480446927,MEX,6
1/1/2017,326567.36896551726,394602.23750000005,AGO,4
1/1/2017,329918.36036931816,679607.109375,DEU,2
1/1/2017,338662.5807939454,375227.2818791946,KOR,5
1/1/2017,342507.3803389831,412406.84571428574,RUS,6
1/1/2017,343227.8760330578,419500.7373737374,BRA,7
1/1/2017,345555.26011994004,404123.9482758621,CHL,4
1/1/2017,346472.30133725825,518457.00406504073,MEX,1
1/1/2017,356451.62050587183,416631.7642276423,KEN,5
1/1/2017,367944.32928475033,584382.1700404858,RUS,1
1/1/2017,373146.01563581015,415072.5342465753,TZA,5
1/1/2017,374429.04280155647,561643.5642023346,RUS,3
1/1/2017,376400.4472347826,406060.52,POL,5
1/1/2017,384674.8185665529,634776.9283276451,NGA,1
1/1/2017,389593.4726190476,463101.675,COL,5
1/1/2017,390001.88087774295,471252.27272727276,VEN,4
1/1/2017,403959.39909502264,643562.76816609,NGA,3
1/1/2017,417526.50010101014,464439.59,ARG,5
1/1/2017,420076.6249014973,515548.58510638296,UKR,4
1/1/2017,425806.30940259737,492831.3766233767,PER,4
1/1/2017,438308.7612053572,496466.234375,MYS,4
1/1/2017,441584.7584892942,501581.6391752577,ESP,4
1/1/2017,443869.09566489165,521740.8668341709,BRA,6
1/1/2017,458410.477176,525097.912,ZAF,5
1/1/2017,458435.70773152076,840465.4641744548,CAN,2
1/1/2017,459663.23187603767,746952.7517985612,BRA,3
1/1/2017,460140.5153643547,540866.9215686275,CMR,4
1/1/2017,461686.6214891164,533825.6899224806,GBR,5
1/1/2017,470531.7343978835,535993.1988472622,NGA,6
1/1/2017,493775.6741713571,566389.743902439,ARG,4
1/1/2017,496249.54460966535,771943.7360594795,BRA,1
1/1/2017,498180.4067595309,582337.5795454546,KEN,4
1/1/2017,500049.02861111116,540593.5444444445,ESP,5
1/1/2017,506365.2851062445,834234.6837060703,IDN,3
1/1/2017,540925.5813399571,669767.7448979592,ZAF,4
1/1/2017,545563.7955665024,685451.948275862,THA,5
1/1/2017,547349.49006978,671747.1014492754,IRN,5
1/1/2017,555477.7396630518,535072.655737705,IDN,7
1/1/2017,574966.4860443857,877580.4260677467,IND,2
1/1/2017,626108.2648798228,661833.0147058823,DZA,4
1/1/2017,632186.5249662618,725155.1315789473,TUR,5
1/1/2017,633041.3291866028,704169.5684210527,ITA,5
1/1/2017,646534.6541176471,859753.5294117647,SDN,4
1/1/2017,674306.2434121622,755525.2027027027,KOR,4
1/1/2017,691637.7823458903,703001.3660714285,FRA,5
1/1/2017,724142.5885174021,815806.2073170732,ITA,4
1/1/2017,727125.7728721804,776843.7744360901,PHL,5
1/1/2017,731391.0325998359,1231676.679245283,IDN,1
1/1/2017,743712.1696633238,1370898.0085959886,DEU,3
1/1/2017,747524.7457839081,812121.04,POL,4
1/1/2017,759692.6109542169,786492.3373493976,IDN,6
1/1/2017,765888.0337272726,874846.1444444444,FRA,4
1/1/2017,774157.4945233266,935440.305882353,THA,4
1/1/2017,801450.2609442059,1026702.5858369098,DEU,7
1/1/2017,837304.3677455357,992360.732142857,COL,4
1/1/2017,839461.6368835412,933783.169117647,JPN,5
1/1/2017,857294.5111111111,1102235.8,TUR,4
1/1/2017,874365.7504615387,975268.5333333334,EGY,5
1/1/2017,878033.731803845,986432.957952468,CAN,7
1/1/2017,941818.6980700734,1054053.0826446281,MEX,5
1/1/2017,1021725.905122583,1559476.38150289,CAN,3
1/1/2017,1046329.9976876596,1059438.676923077,GBR,4
1/1/2017,1054735.9792905927,1188246.862745098,TZA,4
1/1/2017,1074671.5782344567,1216075.7332653063,IND,7
1/1/2017,1079029.1078373017,1265723.2936507936,DEU,6
1/1/2017,1158337.809300823,1951777.9936936938,CHN,2
1/1/2017,1198077.9898026315,1419944.2842105264,CAN,6
1/1/2017,1205185.72435897,1233695.6923076925,RUS,5
1/1/2017,1271319.5094696968,1443119.4431818181,JPN,4
1/1/2017,1283952.6496976295,2301109.943613933,USA,2
1/1/2017,1286874.3092031425,2043859.196969697,CAN,1
1/1/2017,1297327.0874690723,1280039.9500000002,EGY,4
1/1/2017,1314736.1582539682,1435003.0833333333,PHL,4
1/1/2017,1432396.8973557693,2327644.9582031253,IND,1
1/1/2017,1433286.032611732,1664461.1991620113,IND,6
1/1/2017,1466774.4228923079,2383508.4372,IND,3
1/1/2017,1478137.7233676976,1648038.611111111,BRA,5
1/1/2017,1511446.4708836314,1706326.9724770642,NGA,5
1/1/2017,1524804.44915254,1571205.0847457626,IRN,4
1/1/2017,1547905.1338235294,2345310.8088235296,DEU,1
1/1/2017,1767704.8775404643,2198972.8103448274,MEX,4
1/1/2017,2139830.190682353,2194247.529411765,IDN,5
1/1/2017,2676874.7697334294,4370407.787319885,CHN,3
1/1/2017,2677655.7,2624407.1999999997,RUS,4
1/1/2017,2681523.8823066396,3255574.449486653,USA,7
1/1/2017,2684126.552566372,4676887.174926253,USA,3
1/1/2017,2784616.963601533,3146255.5303030303,BRA,4
1/1/2017,2906941.7317180526,3076128.8166328603,CHN,7
1/1/2017,3002161.5406392696,3444252.5925925924,NGA,4
1/1/2017,3344160.3017760296,4441077.747198879,USA,6
1/1/2017,3353851.541509081,4389389.036697248,DEU,5
1/1/2017,3422161.51016697,5766279.467680609,CHN,1
1/1/2017,3610789.285714286,6291526.785714285,USA,1
1/1/2017,3771249.87311828,4496490.233333333,CAN,5
1/1/2017,4119140.3223449686,4460386.780882353,CHN,6
1/1/2017,4147855.2142382534,4619202.397674418,IND,5
1/1/2017,4192075.548571429,5695754.821428572,DEU,4
1/1/2017,4640085.56982472,4662776,IDN,4
1/1/2017,5499456.189784442,6131577.590909091,CAN,4
1/1/2017,9215479.602334218,10605115.415384617,CHN,5
1/1/2017,10852155.54953703,11034761.283333333,IND,4
1/1/2017,12231658.529919345,14817427.61308411,USA,5
1/1/2017,14859178.412642356,17039679.812359553,CHN,4
1/1/2017,16700991.575423047,21718695.252739724,USA,4
1/1/2018,4119.489766081871,7061.98245614035,CRI,2
1/1/2018,4901.741393442623,8402.98524590164,IRL,2
1/1/2018,5074.670245068738,7664.011157601116,NOR,2
1/1/2018,5135.429009878543,8059.103936842106,NZL,2
1/1/2018,6449.99845916795,11824.997175141243,SVK,2
1/1/2018,7467.992456676861,9601.704587155964,CRI,7
1/1/2018,7646.291958041958,12425.224431818182,CHE,2
1/1/2018,7872.328947368421,12495.760233918129,FIN,2
1/1/2018,7874.202491386164,14436.037900874635,AUT,2
1/1/2018,8428.285264986152,13386.100126742711,SWE,2
1/1/2018,8495.01461038961,15574.193452380952,CRI,3
1/1/2018,8598.402670807454,14627.460164835165,PRT,2
1/1/2018,8662.112631858332,9939.323016513761,NZL,7
1/1/2018,8846.00337875887,14374.755490483163,ISR,2
1/1/2018,9191.86368956514,14029.686684073107,CZE,2
1/1/2018,9328.154686078253,10882.847133757961,IRL,7
1/1/2018,9406.503811405988,16642.275974025975,IRL,3
1/1/2018,9977.608396135267,15761.331944444444,DOM,2
1/1/2018,10343.555240366972,15786.866972477064,HUN,2
1/1/2018,10696.227648305086,11642.152542372882,NOR,7
1/1/2018,11019.885849122811,16770.68434674923,NZL,3
1/1/2018,11307.395680947404,17258.656565656565,IRL,1
1/1/2018,12072.418278615796,21358.89387755102,CRI,1
1/1/2018,12527.103249609374,20709.676531250003,NZL,1
1/1/2018,12594.887956179393,21634.23622047244,NOR,1
1/1/2018,12802.613232634825,14658.064425770308,CRI,6
1/1/2018,12896.04836117129,14687.166189111747,IRL,6
1/1/2018,13934.847899159662,21676.430065359476,BEL,2
1/1/2018,14117.508902445074,16193.613152804643,SVK,7
1/1/2018,14233.488436246991,21298.821705426355,NOR,3
1/1/2018,14636.534965034964,26833.647435897434,SVK,3
1/1/2018,14671.952227234753,17444.749206349206,NOR,6
1/1/2018,14950.568310226492,15547.440445747801,NZL,6
1/1/2018,15410.199589195056,19575.11839708561,CZE,7
1/1/2018,15557.373757727319,21306.980494148243,GRC,2
1/1/2018,15630.765240179875,18579.96622889306,AUT,7
1/1/2018,16250.639305931574,17880.96234309623,FIN,7
1/1/2018,16484.498534193273,19101.085603112842,ISR,7
1/1/2018,16772.103221415608,19168.117967332124,SWE,7
1/1/2018,17058.10517320713,18974.746203904557,CHE,7
1/1/2018,17075.957459207457,29273.06993006993,SVK,1
1/1/2018,17275.724582068968,19119.65,HUN,7
1/1/2018,18208.75383856109,22028.60824742268,FIN,6
1/1/2018,18343.25596219365,29133.406528189913,ISR,3
1/1/2018,18872.13285024155,29973.387468030694,CHL,2
1/1/2018,18915.46492105263,26945.106725146197,GTM,2
1/1/2018,19107.63314192496,29216.564437194127,ECU,2
1/1/2018,19438.573333333334,21868.395,CHE,6
1/1/2018,19999.10574048236,30524.950867052023,SWE,3
1/1/2018,20123.507940595762,23716.991501416433,SVK,6
1/1/2018,20315.198487712667,35942.27424749164,CZE,3
1/1/2018,20583.51296545106,21781.49520153551,DOM,7
1/1/2018,20877.945678891923,22851.482832618025,PRT,7
1/1/2018,21446.173460006128,34850.03187250996,CHE,3
1/1/2018,22335.395141700403,37225.65856950067,CMR,2
1/1/2018,22522.605075445816,31655.925925925927,FIN,3
1/1/2018,22730.14261698957,37207.07868852459,DOM,3
1/1/2018,23997.33182186235,43328.515789473684,AUS,2
1/1/2018,24004.241410169492,38468.33559322034,DOM,1
1/1/2018,24442.789457218303,36354.26408450704,HUN,3
1/1/2018,24587.583269671504,27739.837535014005,AUT,6
1/1/2018,24771.566981656477,38533.5486381323,AUT,3
1/1/2018,25498.197869101972,39027.853881278534,FIN,1
1/1/2018,26004.900883264218,40892.97168597169,MYS,2
1/1/2018,26036.219703767307,29335.512396694216,PRT,6
1/1/2018,26291.92417195208,29751.38787878788,ISR,6
1/1/2018,26401.839306122445,29097.84358974359,DOM,6
1/1/2018,26490.027789473683,52559.57894736842,PER,2
1/1/2018,26507.145454545454,39760.71818181818,CHE,1
1/1/2018,26599.73045389734,31525.60646387833,BEL,7
1/1/2018,26601.53731266491,27241.717678100264,HUN,6
1/1/2018,27021.25718390805,30530.511363636364,CZE,6
1/1/2018,27117.35066623292,40184.11698113207,PRT,3
1/1/2018,27715.270446920822,31091.21062618596,GRC,7
1/1/2018,28175.088033536587,32200.1006097561,SWE,6
1/1/2018,28177.614720652855,44752.68220338983,SWE,1
1/1/2018,28830.049490538575,43245.07423580786,AUT,1
1/1/2018,28967.22693905148,44213.13585434174,AGO,2
1/1/2018,29483.35735735736,44225.036036036036,ISR,1
1/1/2018,29495.38970563499,43287.76829268293,PRT,1
1/1/2018,30892.22477678571,36613.00714285714,IRL,5
1/1/2018,31353.79523968413,49797.2042042042,BEL,3
1/1/2018,31877.315115440117,50628.67694805195,YEM,2
1/1/2018,32191.077604550017,37381.60544217687,NOR,5
1/1/2018,32418.52187028658,52680.098039215685,CZE,1
1/1/2018,33278.849019832625,54078.12965722802,VEN,2
1/1/2018,33473.599617857144,37869.1228,NZL,5
1/1/2018,33605.65214336546,33601.78986866792,ECU,7
1/1/2018,34721.34260246355,40153.49237472767,GTM,7
1/1/2018,35900.74408140935,57761.09815078237,POL,2
1/1/2018,36629.924243478265,49877.34782608695,HUN,1
1/1/2018,36666.891876301874,41980.93417721519,BEL,6
